meta_id,post_id,meta_key,meta_value
788,114,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/32.png"";s:8:""filesize"";i:46375;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""32-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:23687;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""32-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9188;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""32-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:23687;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""32-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5122;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
789,113,_edit_last,1
790,113,_edit_lock,1715075314:1
791,113,total_sales,0
792,113,_tax_status,taxable
793,113,_tax_class,
794,113,_manage_stock,no
795,113,_backorders,no
796,113,_sold_individually,no
797,113,_virtual,no
798,113,_downloadable,no
799,113,_download_limit,-1
800,113,_download_expiry,-1
801,113,_stock,
802,113,_stock_status,instock
803,113,_wc_average_rating,0
804,113,_wc_review_count,0
805,113,_product_attributes,"a:1:{s:4:""farg"";a:6:{s:4:""name"";s:5:""Färg"";s:5:""value"";s:11:""Brun | Grå"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}"
806,113,_product_version,8.8.2
807,113,_wp_trash_meta_status,draft
808,113,_wp_trash_meta_time,1715075458
809,113,_wp_desired_post_slug,
810,115,_edit_last,1
811,115,_edit_lock,1715075531:1
812,115,total_sales,0
813,115,_tax_status,taxable
814,115,_tax_class,
815,115,_manage_stock,no
816,115,_backorders,no
817,115,_sold_individually,no
818,115,_virtual,no
819,115,_downloadable,no
820,115,_download_limit,-1
821,115,_download_expiry,-1
822,115,_stock,
823,115,_stock_status,instock
824,115,_wc_average_rating,0
825,115,_wc_review_count,0
826,115,_product_attributes,"a:1:{s:4:""farg"";a:6:{s:4:""name"";s:5:""Färg"";s:5:""value"";s:11:""Brun | Grå"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:1;s:11:""is_taxonomy"";i:0;}}"
827,115,_product_version,8.8.2
828,116,_variation_description,
829,116,total_sales,0
830,116,_tax_status,taxable
831,116,_tax_class,parent
832,116,_manage_stock,no
833,116,_backorders,no
834,116,_sold_individually,no
835,116,_virtual,no
836,116,_downloadable,no
837,116,_download_limit,-1
838,116,_download_expiry,-1
839,116,_stock,
840,116,_stock_status,instock
841,116,_wc_average_rating,0
842,116,_wc_review_count,0
843,116,attribute_farg,Brun
844,116,_product_version,8.8.2
845,117,_variation_description,
846,117,total_sales,0
847,117,_tax_status,taxable
848,117,_tax_class,parent
849,117,_manage_stock,no
850,117,_backorders,no
851,117,_sold_individually,no
852,117,_virtual,no
853,117,_downloadable,no
854,117,_download_limit,-1
855,117,_download_expiry,-1
856,117,_stock,
857,117,_stock_status,instock
858,117,_wc_average_rating,0
859,117,_wc_review_count,0
860,117,attribute_farg,Grå
861,117,_product_version,8.8.2
862,116,_regular_price,1379
863,116,_thumbnail_id,0
864,116,_price,1172
865,117,_regular_price,1379
866,117,_thumbnail_id,0
867,117,_price,1172
869,116,_sale_price,1172
872,117,_sale_price,1172
873,115,_price,1172
874,115,_thumbnail_id,114
875,118,_edit_last,1
876,118,_edit_lock,1715075719:1
877,119,_wp_attached_file,2024/05/30.png
878,119,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/30.png"";s:8:""filesize"";i:144662;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""30-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:57250;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""30-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:17259;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""30-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:57250;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""30-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8467;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
879,118,_thumbnail_id,119
880,118,_regular_price,349
881,118,total_sales,0
882,118,_tax_status,taxable
883,118,_tax_class,
884,118,_manage_stock,no
885,118,_backorders,no
886,118,_sold_individually,no
887,118,_virtual,no
888,118,_downloadable,no
889,118,_download_limit,-1
890,118,_download_expiry,-1
891,118,_stock,
892,118,_stock_status,instock
893,118,_wc_average_rating,0
894,118,_wc_review_count,0
895,118,_product_version,8.8.2
896,118,_price,349
897,120,_edit_last,1
898,120,_edit_lock,1715076015:1
899,121,_wp_attached_file,2024/05/74.png
900,121,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/74.png"";s:8:""filesize"";i:59122;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""74-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:28199;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""74-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:10915;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""74-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:28199;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""74-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6265;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
901,120,total_sales,0
902,120,_tax_status,taxable
903,120,_tax_class,
904,120,_manage_stock,no
905,120,_backorders,no
906,120,_sold_individually,no
907,120,_virtual,no
908,120,_downloadable,no
909,120,_download_limit,-1
910,120,_download_expiry,-1
911,120,_stock,
912,120,_stock_status,instock
913,120,_wc_average_rating,0
914,120,_wc_review_count,0
916,120,_product_version,8.8.2
955,120,_price,199
956,120,_thumbnail_id,121
957,120,_regular_price,199
958,124,_edit_last,1
959,124,_edit_lock,1715076168:1
960,125,_wp_attached_file,2024/05/75.png
961,125,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/75.png"";s:8:""filesize"";i:19867;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""75-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12650;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""75-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:5005;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""75-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12650;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""75-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2900;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
962,124,_regular_price,229
963,124,total_sales,0
964,124,_tax_status,taxable
965,124,_tax_class,
966,124,_manage_stock,no
967,124,_backorders,no
968,124,_sold_individually,no
969,124,_virtual,no
970,124,_downloadable,no
971,124,_download_limit,-1
972,124,_download_expiry,-1
973,124,_stock,
974,124,_stock_status,instock
975,124,_wc_average_rating,0
976,124,_wc_review_count,0
977,124,_product_version,8.8.2
978,124,_price,229
979,124,_thumbnail_id,125
980,126,_edit_last,1
981,126,_edit_lock,1715076359:1
982,127,_wp_attached_file,2024/05/28.png
983,127,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/28.png"";s:8:""filesize"";i:77615;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""28-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:34686;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""28-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:12200;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""28-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:34686;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""28-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6559;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
984,126,_thumbnail_id,127
985,126,_regular_price,79
986,126,total_sales,0
987,126,_tax_status,taxable
988,126,_tax_class,
989,126,_manage_stock,no
990,126,_backorders,no
991,126,_sold_individually,no
992,126,_virtual,no
993,126,_downloadable,no
994,126,_download_limit,-1
995,126,_download_expiry,-1
996,126,_stock,
997,126,_stock_status,instock
998,126,_wc_average_rating,0
999,126,_wc_review_count,0
1000,126,_product_version,8.8.2
1001,126,_price,79
1002,128,_edit_last,1
1003,128,_edit_lock,1715076492:1
1004,129,_wp_attached_file,2024/05/48.png
1005,129,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/48.png"";s:8:""filesize"";i:22580;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""48-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:10111;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""48-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3502;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""48-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:10111;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""48-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1947;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1006,128,_thumbnail_id,129
1007,128,_regular_price,89
1008,128,total_sales,0
1009,128,_tax_status,taxable
1010,128,_tax_class,
1011,128,_manage_stock,no
1012,128,_backorders,no
1013,128,_sold_individually,no
1014,128,_virtual,no
1015,128,_downloadable,no
1016,128,_download_limit,-1
1017,128,_download_expiry,-1
1018,128,_stock,
1019,128,_stock_status,instock
1020,128,_wc_average_rating,0
1021,128,_wc_review_count,0
1022,128,_product_version,8.8.2
1023,128,_price,89
1024,130,_edit_last,1
1025,130,_edit_lock,1715091585:1
1026,131,_wp_attached_file,2024/05/37.png
1027,131,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:14:""2024/05/37.png"";s:8:""filesize"";i:32774;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:14:""37-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15699;}s:9:""thumbnail"";a:5:{s:4:""file"";s:14:""37-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:6077;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:14:""37-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15699;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:14:""37-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3566;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1028,130,_thumbnail_id,131
1029,130,_regular_price,45
1030,130,total_sales,0
1031,130,_tax_status,taxable
1032,130,_tax_class,
1033,130,_manage_stock,no
1034,130,_backorders,no
1035,130,_sold_individually,no
1036,130,_virtual,no
1037,130,_downloadable,no
1038,130,_download_limit,-1
1039,130,_download_expiry,-1
1040,130,_stock,
1041,130,_stock_status,instock
1042,130,_wc_average_rating,0
1043,130,_wc_review_count,0
1044,130,_product_version,8.8.2
1045,130,_price,45
1046,132,_edit_lock,1715092045:1
1047,133,_wp_attached_file,2024/05/42-1.png
1048,133,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/42-1.png"";s:8:""filesize"";i:16691;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""42-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9249;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""42-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3629;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""42-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9249;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""42-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2107;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1049,134,_wp_attached_file,2024/05/38-1.png
1050,134,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:16:""2024/05/38-1.png"";s:8:""filesize"";i:15572;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:16:""38-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8239;}s:9:""thumbnail"";a:5:{s:4:""file"";s:16:""38-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3153;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:16:""38-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:8239;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:16:""38-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1760;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1051,135,_wp_attached_file,2024/05/45-1-1.png
1052,135,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:18:""2024/05/45-1-1.png"";s:8:""filesize"";i:12823;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:18:""45-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7235;}s:9:""thumbnail"";a:5:{s:4:""file"";s:18:""45-1-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3022;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:18:""45-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7235;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:18:""45-1-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:1807;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1053,136,_wp_attached_file,2024/05/3-1-1.png
1054,136,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:17:""2024/05/3-1-1.png"";s:8:""filesize"";i:134447;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:17:""3-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:51425;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""3-1-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:15370;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:17:""3-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:51425;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:17:""3-1-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:7800;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1055,137,_wp_attached_file,2024/05/8-1-1.png
1056,137,_wp_attachment_metadata,"a:6:{s:5:""width"";i:500;s:6:""height"";i:500;s:4:""file"";s:17:""2024/05/8-1-1.png"";s:8:""filesize"";i:19006;s:5:""sizes"";a:4:{s:6:""medium"";a:5:{s:4:""file"";s:17:""8-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9696;}s:9:""thumbnail"";a:5:{s:4:""file"";s:17:""8-1-1-150x150.png"";s:5:""width"";i:150;s:6:""height"";i:150;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:3700;}s:21:""woocommerce_thumbnail"";a:6:{s:4:""file"";s:17:""8-1-1-300x300.png"";s:5:""width"";i:300;s:6:""height"";i:300;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:9696;s:9:""uncropped"";b:0;}s:29:""woocommerce_gallery_thumbnail"";a:5:{s:4:""file"";s:17:""8-1-1-100x100.png"";s:5:""width"";i:100;s:6:""height"";i:100;s:9:""mime-type"";s:9:""image/png"";s:8:""filesize"";i:2112;}}s:10:""image_meta"";a:12:{s:8:""aperture"";s:1:""0"";s:6:""credit"";s:0:"""";s:6:""camera"";s:0:"""";s:7:""caption"";s:0:"""";s:17:""created_timestamp"";s:1:""0"";s:9:""copyright"";s:0:"""";s:12:""focal_length"";s:1:""0"";s:3:""iso"";s:1:""0"";s:13:""shutter_speed"";s:1:""0"";s:5:""title"";s:0:"""";s:11:""orientation"";s:1:""0"";s:8:""keywords"";a:0:{}}}"
1057,138,_wp_attached_file,2024/05/10-1-1.png
